SKU_ID,Category,Hub,Avg_Daily_Demand,Lead_Time_Days,Current_Stock,Unit_Cost,Stock_Aging_Days,Replenishment_Cycle_Days,Book_to_Ship_Days,Book_to_Deliver_Days,Demand_StdDev,Safety_Stock,Reorder_Point
MYT-SKU-06059,Bags,Leipzig,5.04,4,412,597.19,79,7,4,5,1.962,6.47,26.63
MYT-SKU-06060,Bags,NewJersey,5.74,13,114,23.79,300,28,4,11,1.996,11.87,86.49
MYT-SKU-06061,Apparel,HongKong,8.45,20,155,418.96,129,7,2,5,4.356,32.14,201.14
MYT-SKU-06062,Apparel,NewJersey,6.57,12,390,273.97,3,21,3,10,2.68,15.32,94.16
MYT-SKU-06063,Apparel,Leipzig,4.49,4,205,227.05,114,7,1,3,2.074,6.84,24.8
MYT-SKU-06064,Footwear,Leipzig,7.15,6,521,336.18,265,21,2,8,3.316,13.4,56.3
MYT-SKU-06065,Apparel,HongKong,5.33,21,461,424.68,207,14,0,6,3.352,25.35,137.28
MYT-SKU-06066,Bags,NewJersey,7.45,12,149,595.16,102,7,1,3,3.024,17.28,106.68
MYT-SKU-06067,Apparel,NewJersey,5.82,9,363,260.69,148,7,3,7,3.299,16.33,68.71
MYT-SKU-06068,Apparel,Munich,6.27,3,378,67.21,300,14,4,8,2.486,7.1,25.91
MYT-SKU-06069,Apparel,HongKong,5.33,20,427,178.74,175,21,3,10,2.712,20.01,126.61
MYT-SKU-06070,Apparel,Munich,10.42,5,401,394.41,5,21,4,11,3.826,14.12,66.22
MYT-SKU-06071,Accessories,Leipzig,1.01,6,54,384.83,281,7,0,2,0.969,3.92,9.98
MYT-SKU-06072,Apparel,Munich,9.95,7,851,195.84,146,21,2,9,3.787,16.53,86.18
MYT-SKU-06073,Apparel,Munich,8.78,5,787,219.23,177,7,3,5,3.566,13.16,57.06
MYT-SKU-06074,Apparel,NewJersey,10.15,9,584,311.72,78,14,1,3,3.84,19.01,110.36
MYT-SKU-06075,Apparel,Munich,8.02,3,245,204.42,278,7,3,6,3.061,8.75,32.81
MYT-SKU-06076,Apparel,Leipzig,2.68,6,200,51.2,296,7,3,6,2.038,8.24,24.32
MYT-SKU-06077,Apparel,Leipzig,8.18,8,353,331.54,254,28,0,5,2.97,13.86,79.3
MYT-SKU-06078,Apparel,Munich,2.68,6,224,296.69,235,14,4,9,1.758,7.11,23.19
MYT-SKU-06079,Footwear,Munich,5.9,5,441,99.02,273,7,2,9,2.013,7.43,36.93
MYT-SKU-06080,Apparel,Leipzig,8.29,7,709,363.62,344,7,2,6,4.23,18.47,76.5
MYT-SKU-06081,Apparel,Munich,7.92,5,246,369.65,66,7,4,5,3.665,13.52,53.12
MYT-SKU-06082,Accessories,HongKong,9.22,22,426,120.21,80,7,1,6,4.001,30.96,233.8
MYT-SKU-06083,Apparel,NewJersey,10.34,9,349,73.93,270,21,3,6,4.343,21.5,114.56
MYT-SKU-06084,Apparel,Munich,7.21,3,617,97.96,13,14,0,7,3.498,10.0,31.63
MYT-SKU-06085,Apparel,Munich,5.61,6,393,228.02,226,7,1,7,3.334,13.47,47.13
MYT-SKU-06086,Apparel,Leipzig,11.61,5,196,151.87,163,7,0,7,2.78,10.26,68.31
MYT-SKU-06087,Bags,HongKong,8.12,19,292,491.11,85,7,0,6,2.488,17.89,172.17
MYT-SKU-06088,Apparel,Munich,11.0,7,774,240.31,332,7,3,6,3.628,15.84,92.84
MYT-SKU-06089,Footwear,Munich,2.55,7,169,305.97,15,21,3,10,2.241,9.78,27.63
MYT-SKU-06090,Apparel,Leipzig,3.08,7,55,108.71,36,14,2,6,1.759,7.68,29.24
MYT-SKU-06091,Apparel,NewJersey,8.06,10,354,270.93,215,28,2,8,3.756,19.6,100.2
MYT-SKU-06092,Bags,Leipzig,6.4,8,477,638.14,151,21,3,6,2.499,11.66,62.86
MYT-SKU-06093,Apparel,Leipzig,6.34,4,256,267.65,351,14,0,2,3.775,12.46,37.82
MYT-SKU-06094,Footwear,NewJersey,9.03,11,298,313.71,115,7,0,1,4.173,22.84,122.17
MYT-SKU-06095,Apparel,Leipzig,17.43,6,1190,428.21,66,14,2,3,4.688,18.95,123.53
MYT-SKU-06096,Footwear,HongKong,2.0,19,128,400.27,37,7,4,5,2.01,14.46,52.46
MYT-SKU-06097,Apparel,Leipzig,8.04,5,136,110.53,313,21,3,7,3.47,12.8,53.0
MYT-SKU-06098,Bags,NewJersey,8.91,12,739,591.25,215,14,3,7,2.66,15.2,122.12
MYT-SKU-06099,Apparel,Leipzig,7.17,4,369,441.25,346,21,3,5,3.377,11.14,39.82
MYT-SKU-06100,Bags,NewJersey,1.93,11,153,571.96,22,7,2,4,1.614,8.83,30.06
MYT-SKU-06101,Apparel,Leipzig,8.6,7,381,68.36,275,7,3,6,2.762,12.06,72.26
MYT-SKU-06102,Footwear,HongKong,9.81,20,423,283.65,66,7,1,8,2.683,19.8,216.0
MYT-SKU-06103,Apparel,Munich,8.95,7,216,297.92,338,14,2,5,4.244,18.53,81.18
MYT-SKU-06104,Accessories,Munich,4.51,5,338,76.57,295,21,2,8,2.27,8.38,30.93
MYT-SKU-06105,Apparel,HongKong,6.95,20,106,255.12,125,21,3,6,3.743,27.62,166.62
MYT-SKU-06106,Apparel,Munich,9.46,3,347,416.35,0,7,2,6,4.064,11.61,39.99
MYT-SKU-06107,Apparel,Leipzig,8.86,5,181,141.39,49,7,4,11,2.443,9.01,53.31
MYT-SKU-06108,Apparel,Munich,6.96,4,476,365.65,9,28,0,3,3.614,11.93,39.77
MYT-SKU-06109,Apparel,HongKong,9.91,22,681,293.85,285,7,1,7,3.029,23.44,241.46
MYT-SKU-06110,Accessories,Munich,4.31,5,166,307.45,284,7,4,11,2.269,8.37,29.92
MYT-SKU-06111,Accessories,HongKong,1.75,21,118,143.19,2,7,1,6,1.388,10.5,47.25
MYT-SKU-06112,Apparel,Leipzig,7.03,5,236,343.58,235,21,1,5,2.147,7.92,43.07
MYT-SKU-06113,Accessories,Munich,5.09,3,196,290.87,139,21,3,9,3.155,9.02,24.29
MYT-SKU-06114,Apparel,Leipzig,3.77,5,285,241.55,92,7,2,3,2.512,9.27,28.12
MYT-SKU-06115,Apparel,Munich,4.17,3,294,226.86,211,7,1,4,2.302,6.58,19.09
MYT-SKU-06116,Footwear,Munich,5.03,6,367,146.43,43,14,4,5,2.404,9.72,39.9
MYT-SKU-06117,Footwear,Leipzig,10.17,6,239,100.54,76,21,1,8,4.692,18.96,79.98
MYT-SKU-06118,Accessories,Munich,8.12,5,203,347.99,2,7,2,6,4.025,14.85,55.45
MYT-SKU-06119,Apparel,NewJersey,10.63,11,401,99.38,313,28,1,6,4.857,26.58,143.51
MYT-SKU-06120,Footwear,Munich,5.77,5,131,85.31,71,14,0,1,2.464,9.09,37.94
MYT-SKU-06121,Apparel,Leipzig,7.68,7,415,384.82,56,7,1,5,3.443,15.03,68.79
MYT-SKU-06122,Apparel,Leipzig,6.1,5,334,47.02,252,21,0,1,2.494,9.2,39.7
MYT-SKU-06123,Apparel,Leipzig,8.65,6,355,79.17,142,7,1,5,2.479,10.02,61.92
MYT-SKU-06124,Accessories,Leipzig,2.46,8,113,51.89,272,28,4,9,2.182,10.18,29.86
MYT-SKU-06125,Bags,Leipzig,3.3,4,74,690.7,96,14,1,3,2.005,6.62,19.82
MYT-SKU-06126,Bags,HongKong,8.67,19,571,92.67,271,7,0,2,4.158,29.91,194.64
MYT-SKU-06127,Apparel,Leipzig,6.94,6,242,14.62,41,14,0,3,2.922,11.81,53.45
MYT-SKU-06128,Apparel,Munich,6.19,3,454,280.24,243,7,3,6,2.07,5.92,24.49
MYT-SKU-06129,Apparel,Leipzig,5.03,4,366,324.51,99,14,4,11,1.869,6.17,26.29
MYT-SKU-06130,Apparel,Munich,7.74,6,459,89.82,63,28,2,3,3.579,14.47,60.91
MYT-SKU-06131,Apparel,Munich,13.84,3,663,164.78,119,14,0,6,4.874,13.93,55.45
MYT-SKU-06132,Bags,Leipzig,2.05,7,63,236.31,3,7,4,10,2.132,9.31,23.66
MYT-SKU-06133,Apparel,Leipzig,9.1,4,776,329.05,116,21,3,6,3.316,10.94,47.34
MYT-SKU-06134,Apparel,Leipzig,5.08,7,418,184.62,325,21,0,4,3.087,13.48,49.04
MYT-SKU-06135,Apparel,HongKong,5.62,19,401,243.52,119,21,4,7,2.389,17.18,123.96
MYT-SKU-06136,Apparel,Munich,6.35,7,533,352.07,142,7,4,10,2.441,10.66,55.11
MYT-SKU-06137,Apparel,Munich,7.46,4,615,228.05,284,14,1,8,2.239,7.39,37.23
MYT-SKU-06138,Accessories,Munich,6.94,6,376,329.82,114,21,3,6,3.089,12.48,54.12
MYT-SKU-06139,Footwear,Leipzig,3.13,8,96,260.17,211,21,3,6,1.712,7.99,33.03
MYT-SKU-06140,Bags,Leipzig,2.85,5,86,518.67,338,7,1,8,2.059,7.6,21.85
MYT-SKU-06141,Apparel,Munich,7.2,4,376,51.73,322,28,4,10,2.759,9.1,37.9
MYT-SKU-06142,Apparel,HongKong,6.28,23,436,440.46,187,7,1,3,3.276,25.92,170.36
MYT-SKU-06143,Apparel,Leipzig,8.93,6,405,50.09,31,14,1,5,3.744,15.13,68.71
MYT-SKU-06144,Bags,Leipzig,6.28,6,284,464.98,221,14,4,10,3.653,14.76,52.44
MYT-SKU-06145,Bags,Leipzig,4.83,7,99,35.41,32,21,2,6,2.5,10.91,44.72
MYT-SKU-06146,Apparel,Leipzig,8.49,6,623,238.5,255,7,0,5,2.858,11.55,62.49
MYT-SKU-06147,Apparel,Leipzig,10.14,7,283,54.06,98,21,4,6,3.519,15.36,86.34
MYT-SKU-06148,Apparel,Munich,4.74,7,391,51.42,338,14,1,8,3.194,13.94,47.12
MYT-SKU-06149,Footwear,Munich,2.22,5,62,136.79,256,14,3,7,1.819,6.71,17.81
MYT-SKU-06150,Accessories,Munich,1.91,5,135,117.83,79,7,4,6,1.703,6.28,15.83
MYT-SKU-06151,Footwear,Leipzig,3.12,4,221,71.93,64,14,3,10,2.591,8.55,21.03
MYT-SKU-06152,Apparel,NewJersey,7.13,9,568,265.69,153,7,2,6,3.952,19.56,83.73
MYT-SKU-06153,Apparel,Leipzig,10.25,5,554,399.81,26,14,2,4,4.666,17.22,68.47
MYT-SKU-06154,Apparel,Munich,3.16,3,143,413.83,309,14,2,6,2.069,5.91,15.39
MYT-SKU-06155,Apparel,HongKong,6.17,23,137,139.19,45,28,0,2,3.234,25.59,167.5
MYT-SKU-06156,Apparel,HongKong,5.96,22,463,390.68,280,14,2,9,2.585,20.01,151.13
MYT-SKU-06157,Footwear,NewJersey,5.26,12,243,435.77,18,14,1,2,3.316,18.95,82.07
MYT-SKU-06158,Footwear,Leipzig,6.99,4,623,148.73,136,21,2,7,3.75,12.38,40.34
MYT-SKU-06159,Apparel,NewJersey,11.0,9,412,422.49,238,14,0,1,4.276,21.17,120.17
MYT-SKU-06160,Bags,Munich,5.45,6,261,317.76,182,21,2,3,2.108,8.52,41.22
MYT-SKU-06161,Apparel,Munich,9.82,4,454,215.25,138,14,4,6,3.292,10.86,50.14
MYT-SKU-06162,Apparel,Munich,9.51,5,483,222.41,220,21,3,5,4.483,16.54,64.09
MYT-SKU-06163,Apparel,HongKong,6.78,20,215,332.24,313,14,1,8,3.556,26.24,161.84
MYT-SKU-06164,Apparel,Munich,10.25,7,364,126.16,27,14,1,3,2.846,12.42,84.17
MYT-SKU-06165,Apparel,Leipzig,7.09,8,351,117.27,237,14,2,4,3.915,18.27,74.99
MYT-SKU-06166,Apparel,Leipzig,8.5,6,619,287.73,97,14,0,5,2.56,10.35,61.35
MYT-SKU-06167,Apparel,Munich,6.88,5,487,256.23,332,7,3,9,2.127,7.85,42.25
MYT-SKU-06168,Accessories,NewJersey,5.7,10,164,43.12,20,21,0,6,2.695,14.06,71.06
MYT-SKU-06169,Apparel,Munich,6.28,6,345,407.3,169,14,2,7,3.595,14.53,52.21
MYT-SKU-06170,Apparel,Leipzig,13.36,6,724,139.31,121,7,0,6,3.252,13.14,93.3
MYT-SKU-06171,Apparel,HongKong,7.18,20,415,340.92,342,14,3,5,2.243,16.55,160.15
MYT-SKU-06172,Footwear,Munich,8.71,4,336,265.35,322,7,3,8,3.995,13.18,48.02
MYT-SKU-06173,Apparel,Leipzig,7.31,7,503,262.64,274,28,0,3,3.063,13.37,64.54
MYT-SKU-06174,Bags,HongKong,6.55,20,236,621.0,260,7,2,9,3.839,28.33,159.33
MYT-SKU-06175,Apparel,NewJersey,8.01,13,318,397.64,33,7,3,9,2.508,14.92,119.05
MYT-SKU-06176,Apparel,NewJersey,9.26,12,272,257.35,306,7,0,4,2.536,14.5,125.62
MYT-SKU-06177,Footwear,Munich,1.58,3,43,199.65,169,28,0,4,1.259,3.6,8.34
MYT-SKU-06178,Apparel,Leipzig,10.11,5,820,283.59,298,14,1,7,2.773,10.23,60.78
MYT-SKU-06179,Apparel,Munich,11.58,5,516,64.41,288,28,3,4,2.899,10.7,68.6
MYT-SKU-06180,Apparel,Munich,10.43,5,747,195.97,328,7,1,5,4.836,17.84,69.99
MYT-SKU-06181,Footwear,Munich,6.16,6,443,301.94,322,7,3,5,3.561,14.39,51.35
MYT-SKU-06182,Apparel,Munich,8.1,5,468,346.2,93,28,2,9,3.328,12.28,52.78
MYT-SKU-06183,Apparel,NewJersey,9.1,11,700,327.93,20,28,1,5,2.489,13.62,113.72
MYT-SKU-06184,Accessories,Munich,2.19,3,33,88.48,109,7,1,5,2.06,5.89,12.46
MYT-SKU-06185,Apparel,Leipzig,11.45,6,311,279.86,238,14,2,8,3.578,14.46,83.16
MYT-SKU-06186,Bags,Leipzig,3.66,7,289,82.5,217,7,4,9,2.506,10.94,36.56
MYT-SKU-06187,Bags,Leipzig,2.59,7,221,436.87,62,14,1,4,2.124,9.27,27.4
MYT-SKU-06188,Apparel,NewJersey,10.18,13,543,338.72,322,7,2,9,4.523,26.91,159.25
MYT-SKU-06189,Apparel,Munich,7.61,4,510,288.55,266,7,2,8,4.136,13.65,44.09
MYT-SKU-06190,Apparel,Leipzig,6.68,5,178,285.71,190,7,2,7,3.719,13.72,47.12
MYT-SKU-06191,Footwear,Leipzig,2.65,5,173,298.07,294,7,3,5,2.181,8.05,21.3
MYT-SKU-06192,Footwear,Munich,6.61,6,421,195.11,201,14,2,7,2.677,10.82,50.48
MYT-SKU-06193,Bags,Leipzig,3.63,6,84,289.0,315,14,2,9,2.723,11.01,32.79
MYT-SKU-06194,Accessories,HongKong,4.2,20,310,206.89,0,14,0,7,2.057,15.18,99.18
MYT-SKU-06195,Footwear,Munich,6.52,5,114,104.56,49,14,4,6,3.203,11.82,44.42
MYT-SKU-06196,Apparel,Munich,6.69,5,592,210.78,127,14,1,4,3.856,14.23,47.68
MYT-SKU-06197,Apparel,Munich,10.87,7,951,408.21,70,21,2,9,4.714,20.58,96.67
MYT-SKU-06198,Bags,HongKong,4.01,20,297,222.95,144,14,0,6,2.385,17.6,97.8
MYT-SKU-06199,Apparel,HongKong,9.75,22,502,200.81,224,14,2,3,2.756,21.33,235.83
MYT-SKU-06200,Apparel,Leipzig,4.66,7,174,294.95,221,21,4,11,2.917,12.73,45.35
MYT-SKU-06201,Footwear,Leipzig,7.65,8,309,348.03,30,7,4,5,3.309,15.44,76.64
MYT-SKU-06202,Apparel,NewJersey,8.48,10,193,15.98,357,14,1,4,3.515,18.34,103.14
MYT-SKU-06203,Accessories,HongKong,3.81,21,264,302.87,111,7,2,6,2.302,17.41,97.42
MYT-SKU-06204,Footwear,HongKong,5.86,20,510,74.81,345,7,1,4,2.495,18.41,135.61
MYT-SKU-06205,Apparel,HongKong,4.03,22,133,337.83,145,7,1,8,1.771,13.71,102.37
MYT-SKU-06206,Accessories,Leipzig,6.63,7,586,71.54,107,14,0,2,2.574,11.24,57.65
MYT-SKU-06207,Apparel,Leipzig,10.15,7,497,340.54,72,14,2,9,4.332,18.91,89.96
MYT-SKU-06208,Apparel,NewJersey,10.25,11,262,426.24,91,7,3,8,2.724,14.91,127.66
MYT-SKU-06209,Apparel,NewJersey,6.09,12,444,109.91,198,14,3,10,3.112,17.79,90.87
MYT-SKU-06210,Apparel,Munich,8.04,4,621,15.82,25,14,4,10,2.9,9.57,41.73
MYT-SKU-06211,Apparel,Munich,7.24,5,292,60.58,111,7,3,6,2.758,10.18,46.38
MYT-SKU-06212,Apparel,NewJersey,8.47,10,741,414.66,95,7,1,6,3.394,17.71,102.41
MYT-SKU-06213,Apparel,Munich,5.05,3,279,218.02,284,21,1,3,2.419,6.91,22.06
MYT-SKU-06214,Apparel,NewJersey,2.77,9,48,247.5,98,14,0,4,2.298,11.38,36.31
MYT-SKU-06215,Bags,Leipzig,4.19,6,171,126.48,311,7,4,6,2.892,11.69,36.83
MYT-SKU-06216,Bags,Munich,7.34,6,532,710.95,346,21,4,10,3.692,14.92,58.96
MYT-SKU-06217,Apparel,Munich,7.5,6,224,91.93,238,21,4,9,3.947,15.95,60.95
MYT-SKU-06218,Apparel,Munich,14.35,5,357,275.79,313,28,3,8,4.416,16.29,88.04
MYT-SKU-06219,Apparel,Munich,10.22,4,624,261.41,323,21,0,3,3.317,10.95,51.83
MYT-SKU-06220,Apparel,Leipzig,7.43,4,278,40.65,253,21,0,5,2.67,8.81,38.53
MYT-SKU-06221,Bags,HongKong,4.43,22,270,717.51,30,21,0,7,2.897,22.42,119.88
MYT-SKU-06222,Footwear,NewJersey,8.75,12,338,252.92,97,14,0,4,2.929,16.74,121.74
MYT-SKU-06223,Apparel,Leipzig,4.28,4,312,80.14,236,14,0,2,2.662,8.78,25.9
MYT-SKU-06224,Apparel,Leipzig,15.73,6,733,342.6,173,14,2,7,4.143,16.74,111.12
MYT-SKU-06225,Apparel,Leipzig,4.88,6,434,183.89,140,21,1,4,2.585,10.45,39.73
MYT-SKU-06226,Footwear,Leipzig,4.03,6,174,305.5,320,7,2,8,2.801,11.32,35.5
MYT-SKU-06227,Apparel,Leipzig,8.89,7,231,109.86,211,14,1,5,2.728,11.91,74.14
MYT-SKU-06228,Accessories,Munich,4.14,4,259,415.95,33,21,1,8,2.063,6.81,23.37
MYT-SKU-06229,Bags,Munich,9.47,7,660,47.89,286,7,2,3,2.623,11.45,77.74
MYT-SKU-06230,Apparel,Munich,10.9,5,445,20.86,316,7,1,8,3.473,12.81,67.31
MYT-SKU-06231,Footwear,Munich,2.78,7,197,390.8,346,14,2,9,2.148,9.38,28.84
MYT-SKU-06232,Accessories,HongKong,4.44,20,180,250.36,345,28,0,2,2.507,18.5,107.3
MYT-SKU-06233,Footwear,Munich,7.1,6,158,161.58,189,14,0,4,2.77,11.2,53.8
MYT-SKU-06234,Apparel,NewJersey,12.11,13,257,73.82,142,21,2,4,3.85,22.9,180.33
MYT-SKU-06235,Apparel,NewJersey,13.29,11,674,38.2,26,7,4,11,3.502,19.16,165.35
MYT-SKU-06236,Bags,NewJersey,2.46,13,218,226.28,41,14,0,1,1.953,11.62,43.6
MYT-SKU-06237,Footwear,NewJersey,6.61,9,363,367.24,319,21,1,3,2.351,11.64,71.13
MYT-SKU-06238,Footwear,Munich,3.04,4,167,96.31,166,21,0,1,1.734,5.72,17.88
MYT-SKU-06239,Bags,Leipzig,4.39,4,350,705.62,128,28,2,9,2.727,9.0,26.56
MYT-SKU-06240,Bags,Munich,2.91,4,250,573.96,218,21,1,8,1.741,5.75,17.39
MYT-SKU-06241,Accessories,HongKong,8.3,20,234,17.17,349,21,3,10,3.808,28.1,194.1
MYT-SKU-06242,Apparel,NewJersey,5.64,12,140,252.76,75,7,3,4,2.123,12.13,79.81
MYT-SKU-06243,Apparel,NewJersey,5.56,10,368,185.39,8,7,3,8,3.053,15.93,71.53
MYT-SKU-06244,Footwear,Leipzig,3.51,5,214,206.48,195,14,1,5,2.119,7.82,25.37
MYT-SKU-06245,Bags,HongKong,5.15,21,211,330.04,286,14,1,2,2.629,19.88,128.03
MYT-SKU-06246,Footwear,Munich,6.81,3,560,384.8,304,28,2,7,2.941,8.41,28.84
MYT-SKU-06247,Apparel,Munich,9.92,7,553,312.31,167,14,0,4,3.095,13.51,82.95
MYT-SKU-06248,Bags,HongKong,2.09,22,58,222.92,2,14,0,6,1.807,13.98,59.96
MYT-SKU-06249,Footwear,Leipzig,1.89,5,84,237.84,144,28,0,1,1.404,5.18,14.63
MYT-SKU-06250,Apparel,NewJersey,6.05,11,489,225.3,169,7,1,6,2.737,14.98,81.53
MYT-SKU-06251,Apparel,Munich,4.3,4,71,137.75,235,14,1,4,2.067,6.82,24.02
MYT-SKU-06252,Apparel,NewJersey,6.84,12,532,283.77,360,7,4,7,2.788,15.94,98.02
MYT-SKU-06253,Apparel,Leipzig,9.03,4,780,288.67,236,21,0,6,2.41,7.95,44.07
MYT-SKU-06254,Apparel,HongKong,4.36,23,185,59.01,10,14,3,9,2.405,19.03,119.31
MYT-SKU-06255,Apparel,HongKong,3.48,21,127,51.05,7,7,0,2,2.159,16.32,89.4
MYT-SKU-06256,Apparel,NewJersey,8.26,12,227,24.99,34,14,4,11,3.354,19.17,118.29
MYT-SKU-06257,Footwear,Munich,3.24,6,58,271.43,228,14,1,4,2.048,8.28,27.72
MYT-SKU-06258,Footwear,NewJersey,4.34,10,285,448.2,282,21,3,8,2.288,11.94,55.34
MYT-SKU-06259,Bags,Munich,6.48,5,180,656.0,348,7,4,7,3.221,11.88,44.28
MYT-SKU-06260,Apparel,Munich,11.54,7,948,213.91,328,7,4,8,3.197,13.96,94.74
MYT-SKU-06261,Apparel,Leipzig,11.9,7,585,151.67,72,14,0,7,4.147,18.1,101.4
MYT-SKU-06262,Bags,HongKong,2.76,23,243,533.07,129,21,4,9,2.376,18.8,82.28
MYT-SKU-06263,Apparel,Leipzig,11.42,4,1011,158.86,60,21,4,10,2.986,9.85,55.53
MYT-SKU-06264,Accessories,HongKong,2.03,20,152,27.21,257,14,4,11,1.292,9.53,50.13
MYT-SKU-06265,Bags,HongKong,3.75,23,180,381.76,215,7,0,6,2.723,21.55,107.8
MYT-SKU-06266,Apparel,Munich,8.03,6,399,152.47,229,21,0,2,4.065,16.43,64.61
MYT-SKU-06267,Accessories,NewJersey,0.86,12,74,31.38,345,28,3,10,1.241,7.09,17.41
MYT-SKU-06268,Apparel,Munich,4.93,6,343,344.75,160,7,2,7,1.885,7.62,37.2
MYT-SKU-06269,Apparel,NewJersey,11.43,12,515,263.04,310,14,0,6,2.95,16.86,154.02
MYT-SKU-06270,Footwear,Munich,0.1,5,8,164.86,181,7,0,6,0.447,1.65,2.15
MYT-SKU-06271,Apparel,Leipzig,4.01,5,142,194.56,295,21,2,7,3.001,11.07,31.12
MYT-SKU-06272,Accessories,Leipzig,6.35,6,541,46.27,331,14,3,8,3.486,14.09,52.19
MYT-SKU-06273,Apparel,Munich,5.44,5,181,66.13,272,28,4,7,3.399,12.54,39.74
MYT-SKU-06274,Apparel,Leipzig,6.74,5,472,195.55,32,14,1,8,3.752,13.84,47.54
MYT-SKU-06275,Footwear,Munich,6.47,6,411,78.26,111,21,4,10,2.52,10.18,49.0
MYT-SKU-06276,Footwear,Munich,1.9,3,112,95.21,152,7,2,7,1.52,4.34,10.04
MYT-SKU-06277,Apparel,Munich,10.14,5,508,173.5,313,14,2,9,4.457,16.44,67.14
MYT-SKU-06278,Apparel,Leipzig,10.55,8,599,241.51,351,14,3,5,3.54,16.52,100.92
MYT-SKU-06279,Bags,HongKong,8.79,21,588,409.92,333,7,0,2,3.025,22.87,207.46
MYT-SKU-06280,Apparel,Leipzig,9.05,5,566,226.41,351,7,2,5,2.571,9.49,54.74
MYT-SKU-06281,Bags,NewJersey,6.3,11,225,70.32,351,7,1,8,2.516,13.77,83.07
MYT-SKU-06282,Footwear,Leipzig,7.98,8,282,46.97,133,7,0,2,4.206,19.63,83.47
MYT-SKU-06283,Bags,Leipzig,9.55,6,608,163.34,349,14,3,6,4.483,18.12,75.42
MYT-SKU-06284,Footwear,Leipzig,8.52,4,225,395.69,33,7,3,4,4.057,13.39,47.47
MYT-SKU-06285,Apparel,Leipzig,6.95,6,612,60.86,139,7,2,9,3.51,14.19,55.89
MYT-SKU-06286,Footwear,Leipzig,6.41,8,503,328.3,117,21,1,7,2.503,11.68,62.96
MYT-SKU-06287,Bags,Munich,6.05,6,296,593.43,303,14,2,6,2.413,9.75,46.05
MYT-SKU-06288,Apparel,NewJersey,8.08,9,439,57.97,49,7,0,5,3.264,16.16,88.88
MYT-SKU-06289,Accessories,HongKong,3.95,22,164,273.35,229,7,0,7,2.374,18.37,105.27
MYT-SKU-06290,Apparel,Munich,10.15,5,268,348.86,109,14,1,3,3.449,12.73,63.48
MYT-SKU-06291,Apparel,HongKong,9.19,23,546,363.8,45,7,3,5,3.613,28.59,239.96
MYT-SKU-06292,Apparel,Munich,4.31,4,384,24.7,294,14,3,4,2.357,7.78,25.02
MYT-SKU-06293,Accessories,Munich,1.75,3,48,246.42,58,21,2,7,1.63,4.66,9.91
MYT-SKU-06294,Apparel,Munich,4.46,7,246,93.63,248,21,0,7,2.468,10.77,41.99
MYT-SKU-06295,Bags,HongKong,4.82,20,419,642.43,264,14,3,6,2.09,15.42,111.82
MYT-SKU-06296,Bags,HongKong,5.13,19,455,344.96,356,14,2,3,2.649,19.05,116.52
MYT-SKU-06297,Apparel,HongKong,7.79,19,401,194.09,109,28,0,5,3.266,23.49,171.5
MYT-SKU-06298,Apparel,Munich,14.51,5,297,102.58,352,7,2,7,3.214,11.86,84.41
MYT-SKU-06299,Footwear,Leipzig,5.41,5,183,97.94,74,14,2,5,2.286,8.43,35.48
MYT-SKU-06300,Apparel,HongKong,9.59,19,650,446.17,329,7,1,7,3.777,27.16,209.37
MYT-SKU-06301,Bags,Munich,4.17,3,84,66.6,333,14,0,1,2.234,6.38,18.89
MYT-SKU-06302,Apparel,Leipzig,7.24,6,455,30.43,202,14,4,5,3.664,14.81,58.25
MYT-SKU-06303,Apparel,Munich,10.35,5,505,128.47,276,14,4,8,2.714,10.01,61.76
MYT-SKU-06304,Bags,Munich,7.86,6,224,276.06,310,21,0,3,2.492,10.07,57.23
MYT-SKU-06305,Apparel,Leipzig,6.45,7,145,182.04,110,7,2,6,3.778,16.49,61.64
MYT-SKU-06306,Apparel,Leipzig,8.9,7,589,95.99,296,14,3,8,3.7,16.15,78.45
MYT-SKU-06307,Apparel,Munich,8.63,6,243,423.33,294,14,4,8,3.596,14.53,66.31
MYT-SKU-06308,Apparel,Munich,7.54,4,409,407.13,102,21,0,3,3.671,12.11,42.27
MYT-SKU-06309,Apparel,Munich,4.24,4,220,229.8,26,7,4,9,2.113,6.97,23.93
MYT-SKU-06310,Bags,Munich,6.6,7,432,547.34,40,7,0,1,3.237,14.13,60.33
MYT-SKU-06311,Apparel,Munich,6.82,7,323,110.45,279,14,4,11,2.92,12.75,60.49
MYT-SKU-06312,Apparel,Leipzig,6.82,7,571,386.41,59,7,4,8,2.75,12.01,59.75
MYT-SKU-06313,Footwear,Leipzig,5.56,7,439,192.43,77,7,0,7,2.168,9.46,48.38
MYT-SKU-06314,Apparel,Leipzig,6.64,5,507,70.49,57,7,4,5,2.213,8.16,41.36
MYT-SKU-06315,Apparel,HongKong,3.9,22,140,359.38,351,7,4,5,1.601,12.39,98.19
MYT-SKU-06316,Accessories,HongKong,4.97,22,442,222.56,10,7,1,7,2.255,17.45,126.79
MYT-SKU-06317,Footwear,Munich,9.99,4,543,277.89,349,21,1,4,2.566,8.47,48.43
MYT-SKU-06318,Footwear,Munich,7.04,3,621,413.48,113,14,0,7,2.632,7.52,28.64
MYT-SKU-06319,Footwear,NewJersey,7.34,10,573,262.68,313,7,4,11,3.353,17.5,90.9
