Event_ID,FC_ID,Event_Date,Inbound_Arrival_Time_min,Stow_Time_min,Pick_Time_min,Pack_Time_min,Outbound_Dispatch_Time_min,Carrier,Total_Cycle_Time_min,Throughput_per_Hour,Defect_Flag,SLA_Met_Flag
AMZ-EVT-004687,FC-LON-01,2025-09-28,171,329,424,98,316,Carrier-D,1338,0.16,0,0
AMZ-EVT-004688,FC-MUM-01,2025-10-09,179,150,365,202,186,Carrier-B,1082,0.17,0,0
AMZ-EVT-004689,FC-MUM-01,2025-01-20,123,84,408,170,173,Carrier-C,958,0.14,0,0
AMZ-EVT-004690,FC-MUM-01,2025-07-14,156,207,347,25,149,Carrier-D,884,0.15,0,0
AMZ-EVT-004691,FC-LON-01,2025-01-22,119,142,488,233,243,Carrier-B,1225,0.11,0,0
AMZ-EVT-004692,FC-MUM-01,2025-09-03,133,131,561,226,95,Carrier-C,1146,0.06,0,0
AMZ-EVT-004693,FC-SFO-01,2025-06-30,155,335,420,219,307,Carrier-A,1436,0.05,0,0
AMZ-EVT-004694,FC-MUM-01,2025-07-19,172,390,146,123,286,Carrier-B,1117,0.18,0,0
AMZ-EVT-004695,FC-SFO-01,2025-07-04,158,383,149,59,86,Carrier-D,835,0.11,0,0
AMZ-EVT-004696,FC-SFO-01,2025-05-04,18,230,203,27,316,Carrier-C,794,0.15,0,0
AMZ-EVT-004697,FC-MUM-01,2025-11-21,166,234,504,19,182,Carrier-C,1105,0.22,0,0
AMZ-EVT-004698,FC-BER-01,2025-05-10,52,228,399,97,216,Carrier-C,992,0.06,0,0
AMZ-EVT-004699,FC-MUM-01,2025-01-17,39,79,170,196,28,Carrier-E,512,0.32,0,0
AMZ-EVT-004700,FC-LON-01,2025-10-27,192,295,517,141,87,Carrier-A,1232,0.09,0,0
AMZ-EVT-004701,FC-SFO-01,2025-04-11,230,380,108,60,50,Carrier-A,828,0.26,0,0
AMZ-EVT-004702,FC-BER-01,2025-09-29,129,382,215,176,261,Carrier-A,1163,0.11,0,0
AMZ-EVT-004703,FC-BER-01,2025-09-12,128,54,595,226,66,Carrier-C,1069,0.13,0,0
AMZ-EVT-004704,FC-BER-01,2025-03-17,50,256,348,115,42,Carrier-A,811,0.25,0,0
AMZ-EVT-004705,FC-BER-01,2025-10-07,182,420,561,34,263,Carrier-E,1460,0.09,0,0
AMZ-EVT-004706,FC-LON-01,2025-10-04,53,146,323,84,104,Carrier-A,710,0.27,0,0
AMZ-EVT-004707,FC-SFO-01,2025-08-19,120,318,64,63,91,Carrier-A,656,0.36,0,0
AMZ-EVT-004708,FC-LON-01,2025-02-18,81,72,339,79,245,Carrier-C,816,0.12,0,0
AMZ-EVT-004709,FC-BER-01,2025-04-09,48,59,252,206,292,Carrier-B,857,0.26,0,0
AMZ-EVT-004710,FC-MUM-01,2025-02-05,118,12,473,225,95,Carrier-C,923,0.23,0,0
AMZ-EVT-004711,FC-MUM-01,2025-08-13,223,33,342,185,189,Carrier-B,972,0.09,0,0
AMZ-EVT-004712,FC-LON-01,2025-07-07,73,87,405,132,338,Carrier-A,1035,0.17,0,0
AMZ-EVT-004713,FC-MUM-01,2025-05-24,185,50,96,194,16,Carrier-C,541,0.39,0,0
AMZ-EVT-004714,FC-BER-01,2025-06-05,90,35,322,192,318,Carrier-E,957,0.11,0,0
AMZ-EVT-004715,FC-SFO-01,2025-03-27,45,300,310,83,66,Carrier-A,804,0.13,0,0
AMZ-EVT-004716,FC-BER-01,2025-09-30,188,163,146,61,234,Carrier-D,792,0.37,0,0
AMZ-EVT-004717,FC-BER-01,2025-08-19,89,269,437,33,193,Carrier-D,1021,0.21,0,0
AMZ-EVT-004718,FC-SFO-01,2025-02-09,203,286,353,29,259,Carrier-E,1130,0.19,0,0
AMZ-EVT-004719,FC-LON-01,2025-03-04,233,341,172,95,87,Carrier-E,928,0.29,0,0
AMZ-EVT-004720,FC-LON-01,2025-02-06,145,248,372,214,226,Carrier-C,1205,0.18,0,0
AMZ-EVT-004721,FC-BER-01,2025-05-07,34,51,80,145,211,Carrier-E,521,0.14,0,0
AMZ-EVT-004722,FC-MUM-01,2025-10-24,62,194,394,59,311,Carrier-C,1020,0.27,0,0
AMZ-EVT-004723,FC-MUM-01,2025-11-09,120,129,543,19,325,Carrier-D,1136,0.11,0,0
AMZ-EVT-004724,FC-MUM-01,2025-11-23,61,237,261,153,146,Carrier-B,858,0.08,0,0
AMZ-EVT-004725,FC-MUM-01,2025-06-04,190,51,262,94,186,Carrier-C,783,0.27,0,0
AMZ-EVT-004726,FC-MUM-01,2025-05-02,9,100,508,71,284,Carrier-A,972,0.17,0,0
AMZ-EVT-004727,FC-MUM-01,2025-08-18,55,205,402,73,111,Carrier-C,846,0.28,0,0
AMZ-EVT-004728,FC-BER-01,2025-01-27,169,183,514,36,32,Carrier-A,934,0.26,0,0
AMZ-EVT-004729,FC-SFO-01,2025-09-20,42,113,228,137,60,Carrier-E,580,0.39,0,0
AMZ-EVT-004730,FC-BER-01,2025-11-17,208,63,215,34,101,Carrier-C,621,0.12,0,0
AMZ-EVT-004731,FC-BER-01,2025-06-19,239,383,198,31,204,Carrier-B,1055,0.14,1,0
AMZ-EVT-004732,FC-MUM-01,2025-05-31,230,266,162,144,327,Carrier-B,1129,0.2,0,0
AMZ-EVT-004733,FC-BER-01,2025-07-22,53,284,300,228,176,Carrier-B,1041,0.12,0,0
AMZ-EVT-004734,FC-MUM-01,2025-10-30,183,274,343,113,338,Carrier-A,1251,0.15,0,0
AMZ-EVT-004735,FC-LON-01,2025-06-09,94,376,249,150,132,Carrier-C,1001,0.25,0,0
AMZ-EVT-004736,FC-BER-01,2025-04-29,141,363,174,202,62,Carrier-E,942,0.1,1,0
AMZ-EVT-004737,FC-SFO-01,2025-05-30,219,48,192,191,102,Carrier-B,752,0.36,0,0
AMZ-EVT-004738,FC-BER-01,2025-08-08,115,117,330,154,167,Carrier-C,883,0.26,0,0
AMZ-EVT-004739,FC-BER-01,2025-06-30,169,218,299,73,48,Carrier-D,807,0.3,0,0
AMZ-EVT-004740,FC-SFO-01,2025-02-26,81,71,481,28,229,Carrier-B,890,0.11,0,0
AMZ-EVT-004741,FC-BER-01,2025-03-20,162,254,507,225,65,Carrier-E,1213,0.23,0,0
AMZ-EVT-004742,FC-BER-01,2025-05-29,63,235,510,171,152,Carrier-A,1131,0.14,0,0
AMZ-EVT-004743,FC-BER-01,2025-09-01,146,264,174,70,126,Carrier-B,780,0.15,0,0
AMZ-EVT-004744,FC-MUM-01,2025-02-22,143,337,174,60,279,Carrier-A,993,0.25,0,0
AMZ-EVT-004745,FC-SFO-01,2025-06-03,110,301,265,19,301,Carrier-B,996,0.09,0,0
AMZ-EVT-004746,FC-SFO-01,2025-05-03,78,325,568,112,67,Carrier-D,1150,0.22,0,0
AMZ-EVT-004747,FC-BER-01,2025-10-15,128,235,425,150,245,Carrier-C,1183,0.08,0,0
AMZ-EVT-004748,FC-SFO-01,2025-10-19,159,375,493,68,149,Carrier-D,1244,0.06,0,0
AMZ-EVT-004749,FC-MUM-01,2025-03-28,232,295,590,201,23,Carrier-B,1341,0.17,0,0
AMZ-EVT-004750,FC-LON-01,2025-03-03,126,258,457,35,295,Carrier-D,1171,0.13,0,0
AMZ-EVT-004751,FC-BER-01,2025-06-25,66,434,527,163,348,Carrier-A,1538,0.17,0,0
AMZ-EVT-004752,FC-SFO-01,2025-01-17,128,157,204,27,91,Carrier-B,607,0.43,0,0
AMZ-EVT-004753,FC-MUM-01,2025-08-05,98,23,568,145,10,Carrier-B,844,0.13,1,0
AMZ-EVT-004754,FC-MUM-01,2025-03-18,185,465,204,51,254,Carrier-D,1159,0.09,0,0
AMZ-EVT-004755,FC-MUM-01,2025-06-26,67,92,517,37,240,Carrier-E,953,0.18,0,0
AMZ-EVT-004756,FC-BER-01,2025-05-03,126,385,193,53,293,Carrier-D,1050,0.06,0,0
AMZ-EVT-004757,FC-MUM-01,2025-01-01,226,317,346,123,193,Carrier-C,1205,0.14,0,0
AMZ-EVT-004758,FC-MUM-01,2025-09-03,202,133,389,51,16,Carrier-A,791,0.26,0,0
AMZ-EVT-004759,FC-MUM-01,2025-07-29,104,156,450,54,284,Carrier-A,1048,0.06,0,0
AMZ-EVT-004760,FC-MUM-01,2025-01-10,71,422,390,165,323,Carrier-A,1371,0.09,0,0
AMZ-EVT-004761,FC-MUM-01,2025-09-02,111,312,517,114,84,Carrier-C,1138,0.14,0,0
AMZ-EVT-004762,FC-BER-01,2025-06-29,130,58,529,182,199,Carrier-B,1098,0.17,0,0
AMZ-EVT-004763,FC-MUM-01,2025-08-16,109,416,261,138,142,Carrier-E,1066,0.08,0,0
AMZ-EVT-004764,FC-LON-01,2025-06-14,160,29,368,214,252,Carrier-C,1023,0.13,0,0
AMZ-EVT-004765,FC-MUM-01,2025-02-17,236,237,379,159,10,Carrier-B,1021,0.27,0,0
AMZ-EVT-004766,FC-SFO-01,2025-11-04,74,296,539,74,20,Carrier-D,1003,0.06,0,0
AMZ-EVT-004767,FC-SFO-01,2025-04-06,64,27,70,204,316,Carrier-C,681,0.42,0,0
AMZ-EVT-004768,FC-MUM-01,2025-10-29,68,391,301,62,276,Carrier-D,1098,0.14,0,0
AMZ-EVT-004769,FC-BER-01,2025-02-26,97,79,485,183,59,Carrier-A,903,0.09,0,0
AMZ-EVT-004770,FC-LON-01,2025-05-07,108,395,400,155,53,Carrier-B,1111,0.24,0,0
AMZ-EVT-004771,FC-MUM-01,2025-01-01,129,404,403,182,159,Carrier-C,1277,0.07,0,0
AMZ-EVT-004772,FC-MUM-01,2025-09-26,181,255,188,98,57,Carrier-E,779,0.09,0,0
AMZ-EVT-004773,FC-BER-01,2025-04-17,159,278,530,120,224,Carrier-A,1311,0.23,0,0
AMZ-EVT-004774,FC-LON-01,2025-04-30,172,349,174,178,172,Carrier-E,1045,0.23,0,0
AMZ-EVT-004775,FC-MUM-01,2025-04-18,181,229,479,100,52,Carrier-A,1041,0.22,0,0
AMZ-EVT-004776,FC-MUM-01,2025-08-19,62,122,272,102,54,Carrier-D,612,0.36,0,0
AMZ-EVT-004777,FC-MUM-01,2025-11-03,106,243,599,151,297,Carrier-C,1396,0.12,0,0
AMZ-EVT-004778,FC-SFO-01,2025-08-03,177,297,339,99,260,Carrier-D,1172,0.17,0,0
AMZ-EVT-004779,FC-BER-01,2025-10-30,41,311,504,227,106,Carrier-D,1189,0.17,0,0
AMZ-EVT-004780,FC-SFO-01,2025-05-02,93,370,155,204,12,Carrier-E,834,0.08,0,0
AMZ-EVT-004781,FC-BER-01,2025-02-03,110,31,267,21,330,Carrier-C,759,0.36,0,0
AMZ-EVT-004782,FC-MUM-01,2025-07-05,171,288,300,202,133,Carrier-C,1094,0.17,0,0
AMZ-EVT-004783,FC-MUM-01,2025-09-14,223,404,92,89,53,Carrier-C,861,0.11,0,0
AMZ-EVT-004784,FC-MUM-01,2025-10-12,176,269,591,195,358,Carrier-B,1589,0.12,0,0
AMZ-EVT-004785,FC-SFO-01,2025-04-12,153,341,130,60,270,Carrier-A,954,0.28,0,0
AMZ-EVT-004786,FC-SFO-01,2025-05-05,93,130,225,171,242,Carrier-A,861,0.33,0,0
AMZ-EVT-004787,FC-SFO-01,2025-10-06,145,76,368,149,22,Carrier-E,760,0.18,0,0
AMZ-EVT-004788,FC-MUM-01,2025-05-03,25,366,164,40,273,Carrier-C,868,0.11,0,0
AMZ-EVT-004789,FC-SFO-01,2025-11-09,29,431,575,66,268,Carrier-B,1369,0.14,0,0
AMZ-EVT-004790,FC-BER-01,2025-03-28,35,392,50,131,165,Carrier-A,773,0.31,0,0
AMZ-EVT-004791,FC-BER-01,2025-08-23,204,116,91,192,60,Carrier-E,663,0.14,0,0
AMZ-EVT-004792,FC-MUM-01,2025-08-19,206,134,598,60,32,Carrier-E,1030,0.16,0,0
AMZ-EVT-004793,FC-MUM-01,2025-10-14,78,299,367,37,300,Carrier-A,1081,0.17,0,0
AMZ-EVT-004794,FC-BER-01,2025-02-06,191,456,433,38,248,Carrier-A,1366,0.16,0,0
AMZ-EVT-004795,FC-BER-01,2025-07-30,141,322,243,143,147,Carrier-B,996,0.14,0,0
AMZ-EVT-004796,FC-MUM-01,2025-11-09,38,102,569,116,34,Carrier-D,859,0.26,0,0
AMZ-EVT-004797,FC-BER-01,2025-03-03,182,168,94,45,222,Carrier-B,711,0.23,0,0
AMZ-EVT-004798,FC-SFO-01,2025-06-19,131,177,247,36,243,Carrier-B,834,0.25,0,0
AMZ-EVT-004799,FC-MUM-01,2025-10-09,72,367,456,53,103,Carrier-A,1051,0.24,0,0
AMZ-EVT-004800,FC-MUM-01,2025-07-18,150,394,317,138,213,Carrier-E,1212,0.24,0,0
AMZ-EVT-004801,FC-SFO-01,2025-01-25,33,418,345,57,166,Carrier-E,1019,0.19,0,0
AMZ-EVT-004802,FC-BER-01,2025-05-18,19,372,70,185,122,Carrier-A,768,0.34,0,0
AMZ-EVT-004803,FC-MUM-01,2025-04-04,169,81,257,216,252,Carrier-D,975,0.08,0,0
AMZ-EVT-004804,FC-BER-01,2025-04-10,218,477,456,102,38,Carrier-C,1291,0.22,0,0
AMZ-EVT-004805,FC-BER-01,2025-05-23,67,71,251,105,104,Carrier-A,598,0.16,0,0
AMZ-EVT-004806,FC-BER-01,2025-02-16,191,205,302,189,271,Carrier-E,1158,0.06,0,0
AMZ-EVT-004807,FC-BER-01,2025-07-29,139,186,204,166,40,Carrier-A,735,0.32,0,0
AMZ-EVT-004808,FC-MUM-01,2025-04-24,103,26,470,238,28,Carrier-D,865,0.08,0,0
AMZ-EVT-004809,FC-SFO-01,2025-01-27,59,129,154,108,97,Carrier-B,547,0.48,0,0
AMZ-EVT-004810,FC-BER-01,2025-03-26,178,84,102,159,302,Carrier-D,825,0.32,0,0
AMZ-EVT-004811,FC-SFO-01,2025-01-17,6,393,594,104,213,Carrier-A,1310,0.05,0,0
AMZ-EVT-004812,FC-BER-01,2025-02-15,160,345,164,100,127,Carrier-B,896,0.16,0,0
AMZ-EVT-004813,FC-BER-01,2025-07-04,50,81,565,135,327,Carrier-E,1158,0.17,0,0
AMZ-EVT-004814,FC-BER-01,2025-02-24,164,400,251,124,259,Carrier-D,1198,0.19,1,0
AMZ-EVT-004815,FC-LON-01,2025-07-05,156,300,86,49,358,Carrier-D,949,0.14,0,0
AMZ-EVT-004816,FC-MUM-01,2025-08-01,226,82,229,106,328,Carrier-A,971,0.13,0,0
AMZ-EVT-004817,FC-MUM-01,2025-10-27,105,260,161,227,214,Carrier-C,967,0.31,0,0
AMZ-EVT-004818,FC-SFO-01,2025-11-18,112,50,306,79,84,Carrier-C,631,0.42,0,0
AMZ-EVT-004819,FC-MUM-01,2025-04-05,88,292,436,158,105,Carrier-D,1079,0.11,0,0
AMZ-EVT-004820,FC-MUM-01,2025-08-11,104,394,498,187,73,Carrier-D,1256,0.09,0,0
AMZ-EVT-004821,FC-BER-01,2025-02-09,74,117,175,62,254,Carrier-D,682,0.28,0,0
AMZ-EVT-004822,FC-SFO-01,2025-02-12,145,369,87,39,168,Carrier-C,808,0.28,0,0
AMZ-EVT-004823,FC-MUM-01,2025-09-22,91,40,260,138,14,Carrier-B,543,0.12,0,0
AMZ-EVT-004824,FC-MUM-01,2025-04-02,216,461,526,141,319,Carrier-C,1663,0.07,0,0
AMZ-EVT-004825,FC-MUM-01,2025-07-29,137,407,182,22,145,Carrier-B,893,0.33,0,0
AMZ-EVT-004826,FC-LON-01,2025-10-30,121,290,158,26,32,Carrier-C,627,0.3,0,0
AMZ-EVT-004827,FC-SFO-01,2025-04-07,24,435,521,222,57,Carrier-D,1259,0.23,0,0
AMZ-EVT-004828,FC-BER-01,2025-01-31,136,431,88,93,356,Carrier-D,1104,0.06,0,0
AMZ-EVT-004829,FC-MUM-01,2025-10-03,182,45,465,99,198,Carrier-C,989,0.24,0,0
AMZ-EVT-004830,FC-BER-01,2025-08-03,223,113,353,36,99,Carrier-E,824,0.26,0,0
AMZ-EVT-004831,FC-MUM-01,2025-03-12,159,148,219,161,354,Carrier-C,1041,0.15,0,0
AMZ-EVT-004832,FC-MUM-01,2025-11-22,26,105,114,134,101,Carrier-C,480,0.48,0,1
AMZ-EVT-004833,FC-MUM-01,2025-06-08,105,446,229,137,205,Carrier-A,1122,0.17,0,0
AMZ-EVT-004834,FC-BER-01,2025-08-14,222,212,294,228,282,Carrier-B,1238,0.17,0,0
AMZ-EVT-004835,FC-BER-01,2025-08-11,199,282,308,50,35,Carrier-C,874,0.12,0,0
AMZ-EVT-004836,FC-BER-01,2025-05-24,106,354,580,114,246,Carrier-B,1400,0.13,0,0
AMZ-EVT-004837,FC-MUM-01,2025-10-29,162,394,386,152,43,Carrier-D,1137,0.12,0,0
AMZ-EVT-004838,FC-SFO-01,2025-05-21,201,371,350,237,316,Carrier-A,1475,0.19,0,0
AMZ-EVT-004839,FC-BER-01,2025-06-01,41,212,565,223,314,Carrier-A,1355,0.08,0,0
AMZ-EVT-004840,FC-BER-01,2025-07-31,14,282,519,145,64,Carrier-B,1024,0.19,0,0
AMZ-EVT-004841,FC-BER-01,2025-06-19,173,355,409,162,257,Carrier-B,1356,0.19,0,0
AMZ-EVT-004842,FC-MUM-01,2025-01-19,175,409,384,73,176,Carrier-E,1217,0.11,0,0
AMZ-EVT-004843,FC-MUM-01,2025-07-30,149,457,511,119,134,Carrier-C,1370,0.12,0,0
AMZ-EVT-004844,FC-BER-01,2025-09-30,95,310,587,151,86,Carrier-A,1229,0.12,0,0
AMZ-EVT-004845,FC-BER-01,2025-07-04,130,301,111,112,311,Carrier-D,965,0.27,0,0
AMZ-EVT-004846,FC-MUM-01,2025-05-12,89,122,525,58,220,Carrier-C,1014,0.28,0,0
AMZ-EVT-004847,FC-MUM-01,2025-09-19,128,123,495,211,147,Carrier-B,1104,0.26,0,0
AMZ-EVT-004848,FC-SFO-01,2025-04-29,24,170,78,73,24,Carrier-A,369,0.28,0,1
AMZ-EVT-004849,FC-BER-01,2025-07-22,230,104,170,38,282,Carrier-E,824,0.07,0,0
AMZ-EVT-004850,FC-SFO-01,2025-11-26,56,371,156,100,105,Carrier-B,788,0.15,0,0
AMZ-EVT-004851,FC-LON-01,2025-06-17,144,77,124,15,344,Carrier-D,704,0.27,0,0
AMZ-EVT-004852,FC-SFO-01,2025-11-08,167,316,369,150,34,Carrier-C,1036,0.11,0,0
AMZ-EVT-004853,FC-SFO-01,2025-08-30,99,184,329,132,62,Carrier-C,806,0.35,0,0
AMZ-EVT-004854,FC-MUM-01,2025-06-23,158,390,437,174,331,Carrier-A,1490,0.06,0,0
AMZ-EVT-004855,FC-BER-01,2025-01-23,144,229,547,191,264,Carrier-D,1375,0.1,0,0
AMZ-EVT-004856,FC-BER-01,2025-06-13,147,455,80,72,45,Carrier-C,799,0.32,1,0
AMZ-EVT-004857,FC-BER-01,2025-01-18,175,132,369,102,133,Carrier-B,911,0.24,0,0
AMZ-EVT-004858,FC-MUM-01,2025-09-25,76,475,393,87,334,Carrier-B,1365,0.13,0,0
AMZ-EVT-004859,FC-MUM-01,2025-11-07,99,179,175,114,262,Carrier-B,829,0.14,0,0
AMZ-EVT-004860,FC-LON-01,2025-02-11,136,375,483,142,101,Carrier-D,1237,0.22,1,0
AMZ-EVT-004861,FC-MUM-01,2025-03-26,178,258,485,46,227,Carrier-B,1194,0.16,0,0
AMZ-EVT-004862,FC-SFO-01,2025-01-04,159,241,118,214,62,Carrier-D,794,0.37,1,0
AMZ-EVT-004863,FC-BER-01,2025-05-04,193,75,44,161,236,Carrier-C,709,0.34,0,0
AMZ-EVT-004864,FC-SFO-01,2025-01-03,141,238,483,82,140,Carrier-B,1084,0.25,0,0
AMZ-EVT-004865,FC-BER-01,2025-02-22,147,110,380,92,273,Carrier-C,1002,0.29,0,0
AMZ-EVT-004866,FC-BER-01,2025-04-13,117,460,491,36,28,Carrier-A,1132,0.18,0,0
AMZ-EVT-004867,FC-LON-01,2025-04-04,218,264,42,60,317,Carrier-A,901,0.22,0,0
AMZ-EVT-004868,FC-MUM-01,2025-05-01,34,108,497,83,305,Carrier-B,1027,0.2,0,0
AMZ-EVT-004869,FC-MUM-01,2025-04-04,63,241,453,103,312,Carrier-D,1172,0.15,0,0
AMZ-EVT-004870,FC-SFO-01,2025-10-15,33,233,211,165,87,Carrier-B,729,0.26,0,0
AMZ-EVT-004871,FC-MUM-01,2025-09-02,41,14,588,52,316,Carrier-A,1011,0.15,0,0
AMZ-EVT-004872,FC-BER-01,2025-02-06,20,224,523,62,277,Carrier-D,1106,0.2,0,0
AMZ-EVT-004873,FC-MUM-01,2025-01-27,55,131,156,232,358,Carrier-E,932,0.12,0,0
AMZ-EVT-004874,FC-SFO-01,2025-01-27,238,77,553,124,186,Carrier-B,1178,0.2,0,0
AMZ-EVT-004875,FC-MUM-01,2025-10-05,215,211,88,47,219,Carrier-B,780,0.16,0,0
AMZ-EVT-004876,FC-SFO-01,2025-11-16,140,46,332,34,61,Carrier-D,613,0.15,0,0
AMZ-EVT-004877,FC-BER-01,2025-04-30,223,19,273,159,318,Carrier-B,992,0.21,0,0
AMZ-EVT-004878,FC-SFO-01,2025-05-18,57,88,531,85,203,Carrier-D,964,0.26,0,0
AMZ-EVT-004879,FC-SFO-01,2025-03-21,109,256,275,22,272,Carrier-E,934,0.16,0,0
AMZ-EVT-004880,FC-BER-01,2025-05-10,152,11,507,96,114,Carrier-A,880,0.21,0,0
AMZ-EVT-004881,FC-MUM-01,2025-04-16,183,80,141,181,112,Carrier-B,697,0.42,0,0
AMZ-EVT-004882,FC-MUM-01,2025-05-02,186,286,311,113,219,Carrier-C,1115,0.14,0,0
AMZ-EVT-004883,FC-MUM-01,2025-02-06,161,50,526,73,232,Carrier-C,1042,0.08,0,0
AMZ-EVT-004884,FC-MUM-01,2025-08-27,28,471,510,142,201,Carrier-D,1352,0.08,0,0
AMZ-EVT-004885,FC-LON-01,2025-03-08,159,361,429,91,167,Carrier-A,1207,0.24,0,0
AMZ-EVT-004886,FC-MUM-01,2025-01-28,62,64,291,63,156,Carrier-B,636,0.23,0,0
AMZ-EVT-004887,FC-MUM-01,2025-01-13,206,377,511,162,130,Carrier-A,1386,0.17,0,0
AMZ-EVT-004888,FC-MUM-01,2025-05-28,198,259,599,44,335,Carrier-B,1435,0.13,0,0
AMZ-EVT-004889,FC-MUM-01,2025-02-09,31,252,418,79,24,Carrier-B,804,0.23,0,0
AMZ-EVT-004890,FC-LON-01,2025-06-27,119,198,454,87,226,Carrier-A,1084,0.09,0,0
AMZ-EVT-004891,FC-BER-01,2025-01-07,41,98,84,143,141,Carrier-B,507,0.21,0,0
AMZ-EVT-004892,FC-BER-01,2025-07-20,94,144,189,100,35,Carrier-A,562,0.23,0,0
AMZ-EVT-004893,FC-SFO-01,2025-09-09,202,346,189,57,154,Carrier-B,948,0.11,0,0
AMZ-EVT-004894,FC-BER-01,2025-09-30,238,424,404,127,266,Carrier-D,1459,0.15,0,0
AMZ-EVT-004895,FC-MUM-01,2025-05-13,192,71,153,65,139,Carrier-D,620,0.3,0,0
AMZ-EVT-004896,FC-LON-01,2025-02-14,17,282,308,102,171,Carrier-A,880,0.26,0,0
AMZ-EVT-004897,FC-BER-01,2025-06-17,137,463,331,184,318,Carrier-A,1433,0.08,0,0
AMZ-EVT-004898,FC-MUM-01,2025-05-27,170,112,367,217,283,Carrier-B,1149,0.07,0,0
AMZ-EVT-004899,FC-MUM-01,2025-06-30,21,406,62,25,147,Carrier-D,661,0.4,0,0
AMZ-EVT-004900,FC-SFO-01,2025-02-28,56,363,245,153,356,Carrier-D,1173,0.19,0,0
AMZ-EVT-004901,FC-BER-01,2025-01-25,14,11,440,46,118,Carrier-A,629,0.44,0,0
AMZ-EVT-004902,FC-SFO-01,2025-10-20,208,218,521,64,151,Carrier-C,1162,0.11,0,0
AMZ-EVT-004903,FC-MUM-01,2025-03-21,114,112,489,39,102,Carrier-A,856,0.23,0,0
AMZ-EVT-004904,FC-LON-01,2025-01-28,61,447,126,225,179,Carrier-D,1038,0.16,0,0
AMZ-EVT-004905,FC-MUM-01,2025-11-25,167,14,280,21,118,Carrier-E,600,0.33,0,0
AMZ-EVT-004906,FC-BER-01,2025-04-06,149,21,491,98,67,Carrier-B,826,0.12,1,0
AMZ-EVT-004907,FC-MUM-01,2025-11-15,226,317,387,208,225,Carrier-E,1363,0.18,0,0
AMZ-EVT-004908,FC-SFO-01,2025-08-10,201,308,435,192,148,Carrier-D,1284,0.06,0,0
AMZ-EVT-004909,FC-BER-01,2025-05-29,116,200,366,168,349,Carrier-A,1199,0.2,0,0
AMZ-EVT-004910,FC-MUM-01,2025-05-21,69,256,180,192,236,Carrier-B,933,0.22,0,0
AMZ-EVT-004911,FC-LON-01,2025-10-17,121,288,450,88,354,Carrier-B,1301,0.08,0,0
AMZ-EVT-004912,FC-LON-01,2025-06-29,209,409,353,44,150,Carrier-B,1165,0.06,0,0
AMZ-EVT-004913,FC-LON-01,2025-01-05,133,59,506,174,331,Carrier-C,1203,0.2,0,0
AMZ-EVT-004914,FC-LON-01,2025-06-11,222,271,286,30,345,Carrier-D,1154,0.08,0,0
AMZ-EVT-004915,FC-LON-01,2025-01-13,127,477,535,227,235,Carrier-D,1601,0.05,0,0
AMZ-EVT-004916,FC-MUM-01,2025-01-07,181,200,547,33,261,Carrier-D,1222,0.13,0,0
AMZ-EVT-004917,FC-BER-01,2025-09-17,220,313,459,157,103,Carrier-B,1252,0.11,0,0
AMZ-EVT-004918,FC-MUM-01,2025-08-16,136,443,165,33,241,Carrier-D,1018,0.2,0,0
AMZ-EVT-004919,FC-LON-01,2025-07-09,131,360,461,143,16,Carrier-A,1111,0.14,0,0
AMZ-EVT-004920,FC-MUM-01,2025-01-06,114,87,71,186,317,Carrier-E,775,0.3,0,0
AMZ-EVT-004921,FC-MUM-01,2025-01-09,124,66,232,183,289,Carrier-C,894,0.17,0,0
AMZ-EVT-004922,FC-BER-01,2025-07-08,157,71,368,71,214,Carrier-B,881,0.31,0,0
AMZ-EVT-004923,FC-BER-01,2025-11-14,168,422,496,221,134,Carrier-D,1441,0.17,0,0
AMZ-EVT-004924,FC-SFO-01,2025-04-03,115,451,554,152,338,Carrier-A,1610,0.13,0,0
AMZ-EVT-004925,FC-SFO-01,2025-07-14,33,252,406,80,336,Carrier-A,1107,0.12,0,0
AMZ-EVT-004926,FC-BER-01,2025-01-28,163,171,513,104,298,Carrier-C,1249,0.22,0,0
AMZ-EVT-004927,FC-SFO-01,2025-05-30,145,231,308,107,282,Carrier-A,1073,0.21,0,0
AMZ-EVT-004928,FC-BER-01,2025-10-01,112,199,290,172,132,Carrier-D,905,0.28,0,0
AMZ-EVT-004929,FC-BER-01,2025-01-27,43,110,572,168,358,Carrier-B,1251,0.21,0,0
AMZ-EVT-004930,FC-MUM-01,2025-04-09,94,141,119,62,357,Carrier-A,773,0.2,0,0
AMZ-EVT-004931,FC-BER-01,2025-08-20,228,289,284,131,35,Carrier-C,967,0.17,0,0
AMZ-EVT-004932,FC-BER-01,2025-10-02,148,371,490,151,263,Carrier-D,1423,0.09,0,0
AMZ-EVT-004933,FC-MUM-01,2025-11-12,220,75,219,219,270,Carrier-A,1003,0.08,0,0
AMZ-EVT-004934,FC-MUM-01,2025-06-06,98,119,416,70,121,Carrier-C,824,0.3,0,0
AMZ-EVT-004935,FC-BER-01,2025-09-21,116,468,423,155,179,Carrier-B,1341,0.06,0,0
AMZ-EVT-004936,FC-SFO-01,2025-06-12,239,367,574,49,117,Carrier-B,1346,0.06,0,0
AMZ-EVT-004937,FC-SFO-01,2025-09-08,119,164,79,67,324,Carrier-C,753,0.37,0,0
