Part_Number,Supplier,RFQ_Price,Target_Price,Negotiated_Price,Lead_Time_Days,MOQ,Quality_Score,Tooling_Cost,Yearly_Consumption_Qty,Yearly_Spend,Cost_Savings_Achieved_%
TSL-PART-06193,Supplier-238,64.4,59.48,63.09,68,1000,72.3,210.08,89467,5644473.03,2.03
TSL-PART-06194,Supplier-237,650.18,597.29,567.76,108,50,81.1,5601.14,197221,111974194.96,12.68
TSL-PART-06195,Supplier-048,551.43,500.51,512.29,20,50,78.3,11645.7,170251,87217884.79,7.1
TSL-PART-06196,Supplier-234,176.56,156.5,158.74,23,250,96.7,24719.77,76983,12220281.42,10.09
TSL-PART-06197,Supplier-295,503.85,431.39,419.71,103,100,76.6,21601.55,178657,74984129.47,16.7
TSL-PART-06198,Supplier-046,430.36,368.92,365.12,109,50,85.1,7924.32,128633,46966480.96,15.16
TSL-PART-06199,Supplier-255,982.09,913.12,974.52,57,50,97.8,8524.1,46164,44987741.28,0.77
TSL-PART-06200,Supplier-077,239.17,208.91,231.05,12,500,82.6,678.21,106223,24542824.15,3.4
TSL-PART-06201,Supplier-119,1181.79,1064.75,1023.76,21,250,96.1,18193.16,178912,183162949.12,13.37
TSL-PART-06202,Supplier-043,1083.41,926.41,920.24,114,100,92.6,19223.58,168263,154842343.12,15.06
TSL-PART-06203,Supplier-051,879.43,790.91,878.17,118,500,79.8,5858.71,115410,101349599.7,0.14
TSL-PART-06204,Supplier-374,961.12,870.49,958.39,70,500,89.6,20624.33,58405,55974767.95,0.28
TSL-PART-06205,Supplier-044,120.86,105.11,115.39,37,100,78.5,12828.58,125885,14525870.15,4.53
TSL-PART-06206,Supplier-021,924.07,845.49,844.34,45,50,78.9,11651.44,55052,46482605.68,8.63
TSL-PART-06207,Supplier-421,245.09,209.73,231.46,54,100,90.0,10447.14,6878,1591981.88,5.56
TSL-PART-06208,Supplier-172,1061.63,1002.76,903.54,106,50,85.7,14857.62,191820,173317042.8,14.89
TSL-PART-06209,Supplier-170,481.22,428.51,454.57,11,250,70.2,13960.38,138769,63080224.33,5.54
TSL-PART-06210,Supplier-296,826.16,743.71,824.64,44,100,93.8,18096.05,152420,125691628.8,0.18
TSL-PART-06211,Supplier-348,928.43,857.43,782.96,35,100,73.0,11912.15,20499,16049897.04,15.67
TSL-PART-06212,Supplier-415,615.23,582.68,587.02,14,250,88.5,5899.0,81721,47971861.42,4.59
TSL-PART-06213,Supplier-316,509.16,457.38,471.4,46,250,88.4,3564.21,9635,4541939.0,7.42
TSL-PART-06214,Supplier-376,506.65,435.67,483.28,37,50,77.6,4923.76,170134,82222359.52,4.61
TSL-PART-06215,Supplier-408,1043.88,936.73,1020.39,117,100,70.2,8613.24,147238,150240182.82,2.25
TSL-PART-06216,Supplier-276,1171.61,1043.07,1138.38,36,50,90.1,23476.92,25454,28976324.52,2.84
TSL-PART-06217,Supplier-227,846.7,798.18,768.19,103,500,98.7,17422.85,34319,26363512.61,9.27
TSL-PART-06218,Supplier-004,560.47,491.53,477.01,38,50,86.0,10543.7,118902,56717443.02,14.89
TSL-PART-06219,Supplier-253,286.32,249.03,270.83,70,1000,96.0,3926.41,180292,48828482.36,5.41
TSL-PART-06220,Supplier-311,610.35,566.32,552.74,103,500,92.8,18336.85,102419,56611078.06,9.44
TSL-PART-06221,Supplier-008,164.9,148.03,155.34,45,250,83.3,10627.55,92173,14318153.82,5.8
TSL-PART-06222,Supplier-478,1063.65,963.85,1052.83,97,50,85.7,19240.94,131980,138952503.4,1.02
TSL-PART-06223,Supplier-144,1000.53,881.57,844.24,7,50,89.7,20506.95,17675,14921942.0,15.62
TSL-PART-06224,Supplier-056,933.23,808.6,786.19,56,100,92.1,14660.16,17186,13511461.34,15.76
TSL-PART-06225,Supplier-285,149.5,140.22,146.03,26,250,75.8,20345.4,17401,2541068.03,2.32
TSL-PART-06226,Supplier-139,629.28,565.14,579.76,48,500,80.5,14484.14,122383,70952768.08,7.87
TSL-PART-06227,Supplier-459,544.57,483.71,524.75,61,50,89.9,12650.43,42752,22434112.0,3.64
TSL-PART-06228,Supplier-177,279.22,265.09,253.96,101,250,82.4,19174.69,173958,44178373.68,9.05
TSL-PART-06229,Supplier-432,796.59,692.43,663.56,115,500,85.9,10413.98,126988,84264157.28,16.7
TSL-PART-06230,Supplier-482,1091.58,989.47,999.69,21,100,91.1,15520.14,51198,51182128.62,8.42
TSL-PART-06231,Supplier-422,689.95,618.79,671.82,9,100,72.1,9612.31,71324,47916889.68,2.63
TSL-PART-06232,Supplier-227,1100.37,1039.55,1071.31,10,500,97.5,23427.02,142479,152639177.49,2.64
TSL-PART-06233,Supplier-350,1013.86,941.47,992.17,113,100,92.3,17662.46,193106,191593980.02,2.14
TSL-PART-06234,Supplier-240,502.59,462.65,475.71,24,250,79.3,21782.63,160532,76366677.72,5.35
TSL-PART-06235,Supplier-369,66.09,59.24,60.59,18,500,97.1,13169.68,124194,7524914.46,8.32
TSL-PART-06236,Supplier-319,547.8,503.62,452.79,102,500,78.6,22166.92,180150,81570118.5,17.34
TSL-PART-06237,Supplier-223,551.75,494.84,521.97,19,500,98.8,13809.04,22554,11772511.38,5.4
TSL-PART-06238,Supplier-118,456.68,417.51,409.07,25,50,83.8,18870.94,163374,66831402.18,10.43
TSL-PART-06239,Supplier-164,270.5,253.74,240.35,114,500,83.2,18638.7,89624,21541128.4,11.15
TSL-PART-06240,Supplier-441,593.35,511.17,511.13,57,50,86.7,2196.52,120973,61832929.49,13.86
TSL-PART-06241,Supplier-457,911.06,795.3,795.58,90,500,97.1,9198.55,149912,119266988.96,12.68
TSL-PART-06242,Supplier-441,616.35,546.88,513.94,109,100,98.5,24744.87,47991,24664494.54,16.62
TSL-PART-06243,Supplier-216,405.26,363.18,358.5,41,100,76.4,5352.77,83525,29943712.5,11.54
TSL-PART-06244,Supplier-089,161.52,150.15,156.17,64,1000,76.7,8952.06,68095,10634396.15,3.31
TSL-PART-06245,Supplier-324,808.99,705.68,764.72,79,1000,81.7,24444.0,73058,55868913.76,5.47
TSL-PART-06246,Supplier-498,1039.77,909.83,1000.53,96,100,94.0,8278.13,138362,138435331.86,3.77
TSL-PART-06247,Supplier-077,608.7,567.11,576.69,73,250,88.3,20611.04,19665,11340608.85,5.26
TSL-PART-06248,Supplier-433,162.95,145.29,150.75,10,100,74.1,10858.19,122078,18403258.5,7.49
TSL-PART-06249,Supplier-380,279.0,263.92,272.38,83,50,85.2,23358.72,120760,32892608.8,2.37
TSL-PART-06250,Supplier-149,852.96,783.19,748.21,16,100,94.3,14979.65,63404,47439506.84,12.28
TSL-PART-06251,Supplier-153,167.4,145.44,140.2,96,250,70.7,24295.49,86529,12131365.8,16.25
TSL-PART-06252,Supplier-464,613.53,562.85,581.32,80,50,82.5,2767.99,119143,69260208.76,5.25
TSL-PART-06253,Supplier-285,41.64,38.15,39.05,52,100,73.4,6768.56,184678,7211675.9,6.22
TSL-PART-06254,Supplier-234,361.3,311.08,320.25,36,50,83.7,14955.4,177120,56722680.0,11.36
TSL-PART-06255,Supplier-200,218.2,200.69,195.06,67,50,71.0,2830.23,139747,27259049.82,10.6
TSL-PART-06256,Supplier-041,523.91,490.16,467.69,77,50,85.4,18538.21,178920,83679094.8,10.73
TSL-PART-06257,Supplier-229,790.51,677.32,779.69,32,100,97.3,23305.08,144634,112769683.46,1.37
TSL-PART-06258,Supplier-497,452.88,406.92,450.61,92,250,80.0,15942.58,45381,20449132.41,0.5
TSL-PART-06259,Supplier-181,804.13,714.3,763.44,51,100,78.9,17520.69,104342,79658856.48,5.06
TSL-PART-06260,Supplier-273,572.96,532.61,481.85,48,100,93.8,3921.77,19084,9195625.4,15.9
TSL-PART-06261,Supplier-292,918.29,818.17,777.99,56,500,75.9,15971.52,166934,129872982.66,15.28
TSL-PART-06262,Supplier-152,168.0,155.33,145.08,103,100,80.9,10869.33,89295,12954918.6,13.64
TSL-PART-06263,Supplier-409,769.82,716.99,765.68,111,50,97.9,18852.94,2501,1914965.68,0.54
TSL-PART-06264,Supplier-455,1050.2,993.38,900.94,76,50,89.0,7652.96,87012,78392591.28,14.21
TSL-PART-06265,Supplier-483,1087.26,993.39,996.93,17,500,89.7,16614.65,81006,80757311.58,8.31
TSL-PART-06266,Supplier-115,1083.67,948.34,1081.52,48,50,86.5,1931.41,92823,100389930.96,0.2
TSL-PART-06267,Supplier-134,1098.79,945.93,934.21,29,100,72.2,7764.25,46909,43822856.89,14.98
TSL-PART-06268,Supplier-342,1064.42,930.62,1053.96,63,100,89.9,14982.79,36480,38448460.8,0.98
TSL-PART-06269,Supplier-366,933.25,832.31,844.25,51,100,93.4,14280.01,159747,134866404.75,9.54
TSL-PART-06270,Supplier-262,241.22,209.24,234.82,63,500,91.1,14564.77,3889,913214.98,2.65
TSL-PART-06271,Supplier-068,604.8,541.21,582.87,47,100,73.3,11639.82,178257,103900657.59,3.63
TSL-PART-06272,Supplier-051,330.01,289.16,277.89,33,500,85.4,15122.11,63707,17703538.23,15.79
TSL-PART-06273,Supplier-459,414.66,386.92,342.64,95,50,74.1,7012.56,126109,43209987.76,17.37
TSL-PART-06274,Supplier-018,1069.64,930.7,980.49,110,500,91.2,11167.3,42967,42128713.83,8.33
TSL-PART-06275,Supplier-361,1145.16,1027.21,1141.62,24,100,98.2,3951.63,81290,92802289.8,0.31
TSL-PART-06276,Supplier-109,135.14,121.32,111.37,57,100,84.6,8864.06,182275,20299966.75,17.59
TSL-PART-06277,Supplier-322,578.58,502.75,507.3,37,100,74.6,16482.84,89048,45174050.4,12.32
TSL-PART-06278,Supplier-269,396.27,349.84,335.44,75,100,81.0,14138.97,68839,23091354.16,15.35
TSL-PART-06279,Supplier-106,392.39,369.92,376.54,70,1000,84.0,898.5,107806,40593271.24,4.04
TSL-PART-06280,Supplier-398,695.93,649.03,607.85,38,100,85.9,17665.66,186212,113188964.2,12.66
TSL-PART-06281,Supplier-078,569.2,509.4,500.43,93,50,83.2,14916.97,26419,13220860.17,12.08
TSL-PART-06282,Supplier-046,1197.25,1084.65,994.5,36,50,76.0,9755.75,173499,172544755.5,16.93
TSL-PART-06283,Supplier-378,848.71,790.22,717.11,117,250,84.4,14967.02,69052,49517879.72,15.51
TSL-PART-06284,Supplier-448,1171.89,1043.15,994.15,90,500,98.8,1491.14,98070,97496290.5,15.17
TSL-PART-06285,Supplier-149,140.9,125.41,131.46,15,100,95.6,18822.77,103248,13572982.08,6.7
TSL-PART-06286,Supplier-010,689.53,623.59,623.37,69,500,92.1,15188.72,114084,71116543.08,9.59
TSL-PART-06287,Supplier-158,1167.67,1038.56,968.38,72,100,94.6,6041.78,179720,174037253.6,17.07
TSL-PART-06288,Supplier-406,400.71,344.09,367.68,81,250,80.8,575.32,71481,26282134.08,8.24
TSL-PART-06289,Supplier-312,627.95,586.77,614.02,22,500,76.9,15935.79,14222,8732592.44,2.22
TSL-PART-06290,Supplier-415,892.05,805.12,876.67,13,100,76.0,21735.59,7865,6895009.55,1.72
TSL-PART-06291,Supplier-176,932.35,818.44,878.97,106,100,74.5,2861.56,181624,159642047.28,5.73
TSL-PART-06292,Supplier-309,1034.44,909.9,1007.58,56,50,81.6,22414.32,123338,124272902.04,2.6
TSL-PART-06293,Supplier-481,894.62,802.38,744.76,33,1000,93.9,20925.23,75215,56017123.4,16.75
TSL-PART-06294,Supplier-455,1175.31,1025.13,1049.06,50,1000,90.7,11878.83,159744,167581040.64,10.74
TSL-PART-06295,Supplier-208,892.14,765.85,847.03,69,250,96.3,9667.62,47356,40111952.68,5.06
TSL-PART-06296,Supplier-390,74.69,63.52,70.81,46,500,77.5,5878.49,45890,3249470.9,5.19
TSL-PART-06297,Supplier-032,873.26,828.83,817.99,50,250,95.1,1521.64,38890,31811631.1,6.33
TSL-PART-06298,Supplier-257,445.47,408.63,372.34,83,100,88.5,6859.07,50305,18730563.7,16.42
TSL-PART-06299,Supplier-284,606.06,564.96,536.04,18,100,84.5,20486.32,84834,45474417.36,11.55
TSL-PART-06300,Supplier-120,525.77,486.9,499.83,90,500,90.6,12044.63,137552,68752616.16,4.93
TSL-PART-06301,Supplier-097,688.91,622.75,684.24,44,250,86.7,1100.06,76460,52316990.4,0.68
TSL-PART-06302,Supplier-217,1068.53,925.2,1006.66,87,1000,93.9,13000.68,115579,116348756.14,5.79
TSL-PART-06303,Supplier-279,215.72,200.98,196.46,41,50,75.5,18308.82,57455,11287609.3,8.93
TSL-PART-06304,Supplier-440,946.16,852.08,944.44,95,500,82.2,18846.82,164272,155145047.68,0.18
TSL-PART-06305,Supplier-097,1151.47,999.97,1030.64,27,250,91.0,21284.98,195130,201108783.2,10.49
TSL-PART-06306,Supplier-418,818.57,732.89,803.86,42,500,91.3,18002.21,96304,77414933.44,1.8
TSL-PART-06307,Supplier-413,888.28,829.04,748.83,53,50,77.9,197.29,189697,142050804.51,15.7
TSL-PART-06308,Supplier-250,463.97,435.96,420.54,87,500,82.8,10432.18,7712,3243204.48,9.36
TSL-PART-06309,Supplier-458,613.9,522.26,578.45,106,50,77.3,8385.46,96379,55750432.55,5.77
TSL-PART-06310,Supplier-454,885.71,772.44,772.76,13,250,88.7,11383.5,49842,38515903.92,12.75
TSL-PART-06311,Supplier-148,646.82,561.83,544.97,58,500,98.3,19818.28,88307,48124665.79,15.75
TSL-PART-06312,Supplier-043,42.23,37.26,40.69,85,500,84.3,956.16,164821,6706566.49,3.65
TSL-PART-06313,Supplier-401,754.62,658.66,709.54,32,500,85.6,16792.08,100215,71106551.1,5.97
TSL-PART-06314,Supplier-404,1145.57,1019.96,1068.62,88,500,87.3,10157.6,36408,38906316.96,6.72
TSL-PART-06315,Supplier-218,852.51,741.84,846.41,107,50,97.3,24961.67,108214,91593411.74,0.72
TSL-PART-06316,Supplier-232,1071.54,914.68,944.14,49,100,96.0,7290.67,107860,101834940.4,11.89
TSL-PART-06317,Supplier-242,257.66,230.97,230.32,70,50,86.7,12244.72,54686,12595279.52,10.61
TSL-PART-06318,Supplier-041,618.67,555.97,582.91,18,250,81.6,23681.1,44278,25810088.98,5.78
TSL-PART-06319,Supplier-386,523.35,462.45,480.12,98,50,88.5,4137.84,43157,20720538.84,8.26
TSL-PART-06320,Supplier-405,769.98,658.11,643.42,98,50,75.4,14391.05,114529,73690249.18,16.44
TSL-PART-06321,Supplier-293,176.99,161.83,150.85,68,50,92.2,15606.71,125697,18961392.45,14.77
TSL-PART-06322,Supplier-121,528.77,481.67,511.51,51,50,75.8,15476.43,35476,18146328.76,3.26
TSL-PART-06323,Supplier-236,835.73,735.51,807.26,30,100,88.1,19067.46,102701,82906409.26,3.41
TSL-PART-06324,Supplier-473,634.41,575.3,564.74,22,250,77.1,3388.78,12311,6952514.14,10.98
TSL-PART-06325,Supplier-053,153.48,137.7,130.3,30,250,97.9,17835.16,182147,23733754.1,15.1
TSL-PART-06326,Supplier-366,647.98,559.04,573.6,63,500,88.3,4049.62,24682,14157595.2,11.48
TSL-PART-06327,Supplier-320,883.65,784.71,841.34,12,100,96.6,10826.39,26016,21888301.44,4.79
TSL-PART-06328,Supplier-457,798.73,689.29,773.48,31,50,95.0,22807.91,27332,21140755.36,3.16
TSL-PART-06329,Supplier-299,945.47,837.44,782.82,98,500,90.2,3989.75,155437,121679192.34,17.2
TSL-PART-06330,Supplier-329,419.54,374.6,419.42,25,100,87.3,17584.78,130217,54615614.14,0.03
TSL-PART-06331,Supplier-466,938.31,853.69,775.41,33,1000,96.5,16062.71,122802,95221898.82,17.36
TSL-PART-06332,Supplier-151,720.98,650.51,650.17,45,100,85.0,18191.01,19828,12891570.76,9.82
TSL-PART-06333,Supplier-054,888.2,811.59,835.46,12,250,93.4,22676.97,54059,45164132.14,5.94
TSL-PART-06334,Supplier-200,549.8,504.14,523.55,24,500,74.2,20178.94,8329,4360647.95,4.77
TSL-PART-06335,Supplier-112,236.96,218.84,204.1,71,250,84.8,13606.75,79020,16127982.0,13.87
TSL-PART-06336,Supplier-324,1189.01,1060.82,985.42,61,1000,83.4,5162.94,97720,96295242.4,17.12
TSL-PART-06337,Supplier-219,973.78,896.18,817.35,45,100,81.5,3740.06,75726,61894646.1,16.06
TSL-PART-06338,Supplier-051,916.12,811.33,778.32,66,50,76.1,1590.79,147966,115164897.12,15.04
TSL-PART-06339,Supplier-370,1103.74,947.03,916.96,81,100,74.7,12166.22,115687,106080351.52,16.92
TSL-PART-06340,Supplier-277,1169.54,1065.98,1149.62,79,50,95.7,21721.52,95540,109834694.8,1.7
TSL-PART-06341,Supplier-022,450.08,398.64,444.12,72,50,85.4,5428.58,192949,85692509.88,1.32
TSL-PART-06342,Supplier-048,108.59,93.78,105.32,107,500,98.5,22578.57,168385,17734308.2,3.01
TSL-PART-06343,Supplier-349,838.17,766.16,767.79,78,100,72.3,3859.05,58118,44622419.22,8.4
TSL-PART-06344,Supplier-355,1036.53,942.33,861.6,76,100,93.2,22238.3,94638,81540100.8,16.88
TSL-PART-06345,Supplier-023,831.53,708.46,802.7,76,50,72.6,17426.41,105338,84554812.6,3.47
TSL-PART-06346,Supplier-006,668.74,625.77,597.18,92,1000,71.9,6641.24,26595,15882002.1,10.7
TSL-PART-06347,Supplier-132,657.44,618.13,567.13,34,50,79.0,24487.2,95856,54362813.28,13.74
TSL-PART-06348,Supplier-228,171.78,159.76,148.2,76,500,96.5,11090.78,101226,15001693.2,13.73
TSL-PART-06349,Supplier-446,259.64,241.67,234.34,74,50,97.3,4536.58,72175,16913489.5,9.74
TSL-PART-06350,Supplier-129,206.12,176.66,172.41,31,100,77.4,17128.44,44283,7634832.03,16.35
TSL-PART-06351,Supplier-203,492.35,456.46,487.7,92,250,86.2,4109.69,176254,85959075.8,0.94
TSL-PART-06352,Supplier-177,636.8,601.05,576.58,63,500,73.0,22266.34,8544,4926299.52,9.46
TSL-PART-06353,Supplier-017,604.19,534.95,595.81,113,100,96.0,23082.11,69497,41407007.57,1.39
TSL-PART-06354,Supplier-304,344.45,312.1,323.78,24,500,72.7,1775.35,120022,38860723.16,6.0
TSL-PART-06355,Supplier-057,236.12,215.93,231.39,79,100,74.6,12015.42,37158,8597989.62,2.0
TSL-PART-06356,Supplier-332,720.01,654.46,679.59,21,50,78.0,1599.5,125277,85136996.43,5.61
TSL-PART-06357,Supplier-386,396.69,349.1,386.93,94,500,77.2,9266.74,148496,57457557.28,2.46
TSL-PART-06358,Supplier-393,116.77,104.82,99.76,111,50,82.4,17698.46,56600,5646416.0,14.57
TSL-PART-06359,Supplier-119,718.01,661.72,622.31,97,500,73.4,9179.62,70064,43601527.84,13.33
TSL-PART-06360,Supplier-150,949.17,828.39,886.6,115,50,79.1,23296.29,115356,102274629.6,6.59
TSL-PART-06361,Supplier-144,72.29,61.74,67.67,35,100,92.2,5854.21,139438,9435769.46,6.39
TSL-PART-06362,Supplier-146,403.84,359.04,400.82,41,50,81.5,4508.83,128977,51696561.14,0.75
TSL-PART-06363,Supplier-318,236.76,222.96,221.1,101,100,94.7,16329.93,184941,40890455.1,6.61
TSL-PART-06364,Supplier-362,836.28,762.98,834.5,96,500,78.4,22876.39,16352,13645744.0,0.21
TSL-PART-06365,Supplier-102,1058.62,960.93,935.58,94,250,83.1,246.15,111540,104354593.2,11.62
TSL-PART-06366,Supplier-233,220.72,207.66,185.07,116,50,81.4,20238.0,78116,14456928.12,16.15
TSL-PART-06367,Supplier-363,1113.44,999.85,1055.5,43,250,85.9,13244.11,66222,69897321.0,5.2
TSL-PART-06368,Supplier-033,341.5,321.91,324.75,29,100,98.3,1728.89,96809,31438722.75,4.9
TSL-PART-06369,Supplier-415,233.84,220.58,198.46,50,500,73.1,16537.07,197956,39286347.76,15.13
TSL-PART-06370,Supplier-277,1170.52,1069.56,1105.98,59,50,98.9,10501.38,128345,141947003.1,5.51
TSL-PART-06371,Supplier-273,934.51,873.77,788.47,46,500,76.1,10521.13,174540,137619553.8,15.63
TSL-PART-06372,Supplier-418,430.25,402.59,405.81,118,50,75.1,2204.57,6468,2624779.08,5.68
TSL-PART-06373,Supplier-427,688.04,630.02,625.44,48,250,90.2,17073.46,68120,42604972.8,9.1
TSL-PART-06374,Supplier-370,656.28,605.19,594.97,62,50,92.8,2720.65,83989,49970935.33,9.34
TSL-PART-06375,Supplier-166,168.45,149.32,153.23,119,500,81.8,12124.9,38710,5931533.3,9.04
TSL-PART-06376,Supplier-379,1128.17,1036.68,1121.47,92,500,91.4,20770.11,43887,49217953.89,0.59
TSL-PART-06377,Supplier-104,687.62,613.61,665.03,90,100,82.4,18617.68,110212,73294286.36,3.29
TSL-PART-06378,Supplier-321,883.17,785.93,773.67,103,500,90.9,5243.95,54808,42403305.36,12.4
TSL-PART-06379,Supplier-438,956.7,874.92,939.0,36,100,93.5,20514.85,769,722091.0,1.85
TSL-PART-06380,Supplier-090,683.94,597.08,640.91,91,250,90.0,22029.78,157846,101165079.86,6.29
TSL-PART-06381,Supplier-062,410.62,383.43,374.74,54,100,80.6,18496.63,172124,64501747.76,8.74
TSL-PART-06382,Supplier-316,651.22,577.63,615.06,116,250,72.2,24876.43,133114,81873096.84,5.55
TSL-PART-06383,Supplier-111,1174.1,1092.8,1040.52,51,50,81.6,1927.16,91920,95644598.4,11.38
TSL-PART-06384,Supplier-063,964.7,871.91,940.52,87,50,79.0,1845.62,13306,12514559.12,2.51
TSL-PART-06385,Supplier-098,1199.47,1058.92,1135.55,49,50,93.8,15675.7,185341,210463972.55,5.33
TSL-PART-06386,Supplier-425,172.01,146.96,155.39,68,50,94.3,8234.17,49216,7647674.24,9.66
TSL-PART-06387,Supplier-489,123.61,115.05,118.35,18,50,79.0,10981.44,150387,17798301.45,4.26
TSL-PART-06388,Supplier-284,849.67,767.11,703.57,99,100,84.5,18390.66,20560,14465399.2,17.19
TSL-PART-06389,Supplier-136,798.84,704.94,698.13,13,500,80.5,22610.23,78346,54695692.98,12.61
TSL-PART-06390,Supplier-359,384.87,357.45,328.21,96,250,98.1,5950.04,148003,48576064.63,14.72
TSL-PART-06391,Supplier-367,525.14,490.23,513.87,49,250,87.5,4403.54,3088,1586830.56,2.15
TSL-PART-06392,Supplier-396,222.45,194.69,220.78,15,100,95.1,18776.59,98824,21818362.72,0.75
TSL-PART-06393,Supplier-488,453.49,390.25,416.82,76,500,85.6,21233.25,17122,7136792.04,8.09
TSL-PART-06394,Supplier-202,1114.88,959.08,952.87,96,1000,76.7,19347.79,63462,60471035.94,14.53
TSL-PART-06395,Supplier-370,438.65,402.65,431.2,58,500,79.6,3195.95,111875,48240500.0,1.7
TSL-PART-06396,Supplier-442,252.11,217.75,248.26,89,50,85.8,18977.75,145539,36131512.14,1.53
TSL-PART-06397,Supplier-493,320.91,279.78,275.91,67,50,82.7,10968.63,128799,35536932.09,14.02
TSL-PART-06398,Supplier-211,606.32,533.76,522.02,119,50,93.6,15229.38,154068,80426577.36,13.9
TSL-PART-06399,Supplier-434,572.89,530.85,497.8,117,500,72.5,10056.59,156073,77693139.4,13.11
TSL-PART-06400,Supplier-190,119.17,112.39,104.06,74,100,77.0,336.3,7590,789815.4,12.68
TSL-PART-06401,Supplier-010,136.01,121.18,128.03,102,50,97.4,24906.44,159464,20416175.92,5.87
TSL-PART-06402,Supplier-052,290.44,253.6,285.15,57,1000,88.7,4396.07,117907,33621181.05,1.82
TSL-PART-06403,Supplier-040,879.08,819.15,796.95,21,100,93.2,16832.12,119708,95401290.6,9.34
TSL-PART-06404,Supplier-330,543.58,514.51,500.63,9,500,98.8,5540.97,190240,95239851.2,7.9
TSL-PART-06405,Supplier-379,147.93,131.22,129.33,72,100,91.1,927.28,557,72036.81,12.57
TSL-PART-06406,Supplier-061,819.28,743.45,803.39,48,50,70.5,24720.54,7114,5715316.46,1.94
TSL-PART-06407,Supplier-311,20.43,18.05,19.7,84,1000,77.9,161.26,69699,1373070.3,3.57
TSL-PART-06408,Supplier-244,716.79,616.8,612.27,56,50,90.2,15441.38,49524,30322059.48,14.58
TSL-PART-06409,Supplier-390,418.62,389.25,409.99,25,1000,95.1,18497.99,44791,18363862.09,2.06
TSL-PART-06410,Supplier-113,62.8,55.37,56.14,51,100,97.3,14141.99,16705,937818.7,10.61
TSL-PART-06411,Supplier-175,152.13,140.11,148.91,81,100,71.7,19213.8,91891,13683488.81,2.12
TSL-PART-06412,Supplier-284,899.37,815.91,779.3,103,100,71.5,4265.92,180124,140370633.2,13.35
TSL-PART-06413,Supplier-366,299.72,262.74,299.09,27,100,88.5,595.27,46311,13851156.99,0.21
TSL-PART-06414,Supplier-419,330.94,312.03,288.97,62,50,89.3,13372.31,147019,42484080.43,12.68
TSL-PART-06415,Supplier-214,587.42,545.14,532.6,91,50,82.9,10847.71,180685,96232831.0,9.33
TSL-PART-06416,Supplier-277,191.55,180.55,165.6,62,50,97.5,19171.14,188550,31223880.0,13.55
TSL-PART-06417,Supplier-370,1162.81,1000.1,971.98,89,100,95.7,1520.78,90163,87636632.74,16.41
TSL-PART-06418,Supplier-105,459.25,411.5,410.46,56,50,82.0,1339.87,109114,44786932.44,10.62
TSL-PART-06419,Supplier-405,537.98,464.4,477.27,99,50,86.2,8398.57,3337,1592649.99,11.28
TSL-PART-06420,Supplier-293,91.88,82.22,82.58,44,50,93.8,19768.7,47864,3952609.12,10.12
TSL-PART-06421,Supplier-168,671.38,576.36,648.3,14,50,87.6,11717.73,33080,21445764.0,3.44
TSL-PART-06422,Supplier-126,958.55,888.96,914.19,46,500,75.7,19674.44,161009,147192817.71,4.63
TSL-PART-06423,Supplier-225,508.68,457.94,491.56,38,500,78.3,15981.26,161665,79468047.4,3.37
TSL-PART-06424,Supplier-303,203.27,176.57,191.7,118,1000,77.3,10723.45,123156,23609005.2,5.69
TSL-PART-06425,Supplier-063,35.39,32.79,29.83,61,250,82.7,20869.43,101328,3022614.24,15.71
TSL-PART-06426,Supplier-235,420.0,390.01,349.96,50,100,90.7,16651.62,74974,26237901.04,16.68
TSL-PART-06427,Supplier-399,1034.01,887.52,874.4,40,250,83.6,10503.64,21047,18403496.8,15.44
TSL-PART-06428,Supplier-183,125.69,110.86,117.38,27,100,97.5,2790.85,189709,22268042.42,6.61
TSL-PART-06429,Supplier-188,1147.44,1058.3,1091.35,26,50,96.0,9156.73,194426,212186815.1,4.89
TSL-PART-06430,Supplier-402,1049.35,932.04,1025.08,33,50,89.7,1469.42,87890,90094281.2,2.31
TSL-PART-06431,Supplier-423,54.59,46.84,50.37,56,500,71.3,12082.32,189303,9535192.11,7.73
TSL-PART-06432,Supplier-389,102.93,94.87,96.01,62,1000,79.1,1370.5,105046,10085466.46,6.72
TSL-PART-06433,Supplier-500,536.88,479.68,457.49,29,250,93.9,19259.9,114548,52404564.52,14.79
TSL-PART-06434,Supplier-062,100.64,92.39,98.78,69,250,74.9,8901.44,72931,7204124.18,1.85
TSL-PART-06435,Supplier-213,1144.35,1052.42,1088.37,64,500,95.8,15243.66,20878,22722988.86,4.89
TSL-PART-06436,Supplier-055,32.55,28.43,31.01,86,500,89.1,7622.87,33284,1032136.84,4.73
TSL-PART-06437,Supplier-418,1130.8,1038.27,1128.84,83,500,89.6,22056.87,67934,76686616.56,0.17
TSL-PART-06438,Supplier-496,778.21,703.26,697.71,91,500,74.2,12288.27,99387,69343303.77,10.34
TSL-PART-06439,Supplier-412,657.09,598.79,626.38,13,250,88.0,18694.87,138569,86796850.22,4.67
TSL-PART-06440,Supplier-428,786.61,681.92,762.78,95,50,94.7,16506.96,135693,103503906.54,3.03
TSL-PART-06441,Supplier-387,157.57,149.3,145.85,86,500,82.8,17528.39,10565,1540905.25,7.44
TSL-PART-06442,Supplier-420,901.16,814.13,826.29,107,50,71.1,12916.04,47630,39356192.7,8.31
TSL-PART-06443,Supplier-003,317.93,291.95,284.32,91,1000,84.9,24965.43,11635,3308063.2,10.57
